ICD10_PHEWAS_CODE;ICD9-CM_PHEWAS_CODE;PHEWAS_STRING;EXCLUSION
L104;694;Bullous dermatoses;690-698.99
L102;694;Bullous dermatoses;690-698.99
L101;694;Bullous dermatoses;690-698.99
L401;694;Bullous dermatoses;690-698.99
H133;694;Bullous dermatoses;690-698.99
L119;694;Bullous dermatoses;690-698.99
L103;694;Bullous dermatoses;690-698.99
L139;694;Bullous dermatoses;690-698.99
L14;694;Bullous dermatoses;690-698.99
L122;694;Bullous dermatoses;690-698.99
L105;694;Bullous dermatoses;690-698.99
L128;694;Bullous dermatoses;690-698.99
L108;694;Bullous dermatoses;690-698.99
L118;694;Bullous dermatoses;690-698.99
L138;694;Bullous dermatoses;690-698.99
L129;694;Bullous dermatoses;690-698.99
L109;694;Bullous dermatoses;690-698.99
L131;694;Bullous dermatoses;690-698.99
L12;694;Bullous dermatoses;690-698.99
L10;694;Bullous dermatoses;690-698.99
L13;694;Bullous dermatoses;690-698.99
L121;694;Bullous dermatoses;690-698.99
L300;692;Contact dermatitis and other eczema;690-698.99
L564;692;Contact dermatitis and other eczema;690-698.99
L575;692;Contact dermatitis and other eczema;690-698.99
L571;692;Contact dermatitis and other eczema;690-698.99
L580;692;Contact dermatitis and other eczema;690-698.99
L569;692;Contact dermatitis and other eczema;690-698.99
L231;692;Contact dermatitis and other eczema;690-698.99
L232;692;Contact dermatitis and other eczema;690-698.99
L233;692;Contact dermatitis and other eczema;690-698.99
L234;692;Contact dermatitis and other eczema;690-698.99
L236;692;Contact dermatitis and other eczema;690-698.99
L230;692;Contact dermatitis and other eczema;690-698.99
L238;692;Contact dermatitis and other eczema;690-698.99
L235;692;Contact dermatitis and other eczema;690-698.99
L237;692;Contact dermatitis and other eczema;690-698.99
L239;692;Contact dermatitis and other eczema;690-698.99
L581;692;Contact dermatitis and other eczema;690-698.99
L302;692;Contact dermatitis and other eczema;690-698.99
L309;692;Contact dermatitis and other eczema;690-698.99
L599;692;Contact dermatitis and other eczema;690-698.99
L561;692;Contact dermatitis and other eczema;690-698.99
L560;692;Contact dermatitis and other eczema;690-698.99
L590;692;Contact dermatitis and other eczema;690-698.99
L243;692;Contact dermatitis and other eczema;690-698.99
L240;692;Contact dermatitis and other eczema;690-698.99
L244;692;Contact dermatitis and other eczema;690-698.99
L246;692;Contact dermatitis and other eczema;690-698.99
L241;692;Contact dermatitis and other eczema;690-698.99
L248;692;Contact dermatitis and other eczema;690-698.99
L245;692;Contact dermatitis and other eczema;690-698.99
L247;692;Contact dermatitis and other eczema;690-698.99
L242;692;Contact dermatitis and other eczema;690-698.99
L249;692;Contact dermatitis and other eczema;690-698.99
L578;692;Contact dermatitis and other eczema;690-698.99
L568;692;Contact dermatitis and other eczema;690-698.99
L598;692;Contact dermatitis and other eczema;690-698.99
L558;692;Contact dermatitis and other eczema;690-698.99
L562;692;Contact dermatitis and other eczema;690-698.99
L589;692;Contact dermatitis and other eczema;690-698.99
L550;692;Contact dermatitis and other eczema;690-698.99
L551;692;Contact dermatitis and other eczema;690-698.99
L552;692;Contact dermatitis and other eczema;690-698.99
L559;692;Contact dermatitis and other eczema;690-698.99
L250;692;Contact dermatitis and other eczema;690-698.99
L251;692;Contact dermatitis and other eczema;690-698.99
L252;692;Contact dermatitis and other eczema;690-698.99
L254;692;Contact dermatitis and other eczema;690-698.99
L258;692;Contact dermatitis and other eczema;690-698.99
L253;692;Contact dermatitis and other eczema;690-698.99
L255;692;Contact dermatitis and other eczema;690-698.99
L259;692;Contact dermatitis and other eczema;690-698.99
L58;692;Contact dermatitis and other eczema;690-698.99
L55;692;Contact dermatitis and other eczema;690-698.99
L23;692;Contact dermatitis and other eczema;690-698.99
L24;692;Contact dermatitis and other eczema;690-698.99
L56;692;Contact dermatitis and other eczema;690-698.99
L30;692;Contact dermatitis and other eczema;690-698.99
L59;692;Contact dermatitis and other eczema;690-698.99
L25;692;Contact dermatitis and other eczema;690-698.99
L89;707;Chronic ulcer of skin;700-709.99
L984;707;Chronic ulcer of skin;700-709.99
L97;707;Chronic ulcer of skin;700-709.99
L900;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L943;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L906;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L910;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L83;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L872;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L850;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L904;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L903;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L574;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L572;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L664;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L941;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L110;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L851;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L902;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L901;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L909;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L929;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L919;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L86;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L870;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L852;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L949;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L940;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L985;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L908;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L928;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L918;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L948;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L878;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L879;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L90;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L91;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L11;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L85;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L94;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L87;701;Other hypertrophic and atrophic conditions of skin;700-709.99
L752;705;Disorders of sweat glands;700-709.99
L744;705;Disorders of sweat glands;700-709.99
L750;705;Disorders of sweat glands;700-709.99
L732;705;Disorders of sweat glands;700-709.99
L740;705;Disorders of sweat glands;700-709.99
L751;705;Disorders of sweat glands;700-709.99
L741;705;Disorders of sweat glands;700-709.99
L742;705;Disorders of sweat glands;700-709.99
L759;705;Disorders of sweat glands;700-709.99
L301;705;Disorders of sweat glands;700-709.99
L749;705;Disorders of sweat glands;700-709.99
L743;705;Disorders of sweat glands;700-709.99
L758;705;Disorders of sweat glands;700-709.99
L748;705;Disorders of sweat glands;700-709.99
L75;705;Disorders of sweat glands;700-709.99
L74;705;Disorders of sweat glands;700-709.99
L570;702;Other dermatoses;700-709.99
L82;702;Other dermatoses;700-709.99
L308;702;Other dermatoses;700-709.99
L111;702;Other dermatoses;700-709.99
L57;702;Other dermatoses;700-709.99
L500;708;Urticaria;700-709.99
L505;708;Urticaria;700-709.99
L501;708;Urticaria;700-709.99
L502;708;Urticaria;700-709.99
L503;708;Urticaria;700-709.99
L504;708;Urticaria;700-709.99
L506;708;Urticaria;700-709.99
L563;708;Urticaria;700-709.99
L508;708;Urticaria;700-709.99
L509;708;Urticaria;700-709.99
L50;708;Urticaria;700-709.99
L680;704;Diseases of hair and hair follicles;700-709.99
L660;704;Diseases of hair and hair follicles;700-709.99
L652;704;Diseases of hair and hair follicles;700-709.99
L683;704;Diseases of hair and hair follicles;700-709.99
L631;704;Diseases of hair and hair follicles;700-709.99
L651;704;Diseases of hair and hair follicles;700-709.99
L662;704;Diseases of hair and hair follicles;700-709.99
L632;704;Diseases of hair and hair follicles;700-709.99
L731;704;Diseases of hair and hair follicles;700-709.99
L650;704;Diseases of hair and hair follicles;700-709.99
L670;704;Diseases of hair and hair follicles;700-709.99
L681;704;Diseases of hair and hair follicles;700-709.99
L663;704;Diseases of hair and hair follicles;700-709.99
L630;704;Diseases of hair and hair follicles;700-709.99
L639;704;Diseases of hair and hair follicles;700-709.99
L649;704;Diseases of hair and hair follicles;700-709.99
L669;704;Diseases of hair and hair follicles;700-709.99
L640;704;Diseases of hair and hair follicles;700-709.99
L739;704;Diseases of hair and hair follicles;700-709.99
L679;704;Diseases of hair and hair follicles;700-709.99
L689;704;Diseases of hair and hair follicles;700-709.99
L682;704;Diseases of hair and hair follicles;700-709.99
L638;704;Diseases of hair and hair follicles;700-709.99
L648;704;Diseases of hair and hair follicles;700-709.99
L668;704;Diseases of hair and hair follicles;700-709.99
L678;704;Diseases of hair and hair follicles;700-709.99
L688;704;Diseases of hair and hair follicles;700-709.99
L738;704;Diseases of hair and hair follicles;700-709.99
L658;704;Diseases of hair and hair follicles;700-709.99
L671;704;Diseases of hair and hair follicles;700-709.99
L68;704;Diseases of hair and hair follicles;700-709.99
L63;704;Diseases of hair and hair follicles;700-709.99
L64;704;Diseases of hair and hair follicles;700-709.99
L66;704;Diseases of hair and hair follicles;700-709.99
L67;704;Diseases of hair and hair follicles;700-709.99
